0x100,1x99,2x98,3x97,4x96,5x95,6x94,7x93,8x92,9x91,10x90,11x89,12x88,13x87,14x86,15x85,16x84,17x83,18x82,19x81,20x80,21x79,22x78,23x77,24x76,25x75,26x74,27x73,28x72,29x71,30x70,31x69,32x68,33x67,34x66,35x65,36x64,37x63,38x62,39x61,40x60,41x59,42x58,43x57,44x56,45x55,46x54,47x53,48x52,49x51,50x50,51x49,52x48,53x47,54x46,55x45,56x44,57x43,58x42,59x41,60x40,61x39,62x38,63x37,64x36,65x35,66x34,67x33,68x32,69x31,70x30,71x29,72x28,73x27,74x26,75x25,76x24,77x23,78x22,79x21,80x20,81x19,82x18,83x17,84x16,85x15,86x14,87x13,88x12,89x11,90x10,91x9,92x8,93x7,94x6,95x5,96x4,97x3,98x2,99x1,100x0
0.36,-1.12,0.2,0.02,0.04,-0.219,-0.44,0.459,-0.42,-0.36,-1.279,0.299,0.04,0.36,0.44,-0.419,0.299,-0.46,-0.04,-0.2,0.04,-0.459,-0.24,0.059,1.32,-0.5,0.6,0.2,1.559,0.32,-0.799,-0.359,0.719,0.4,0.279,-0.38,0.0,-0.62,0.06,0.22,-0.639,-0.059,-0.96,0.16,0.14,-0.399,-0.14,0.399,0.439,-0.54,-0.4,0.2,-0.62,-0.08,0.2,0.8,-0.339,-0.08,0.66,0.4,0.3,0.399,0.04,-0.78,-0.16,-0.28,-0.22,0.12,-0.179,0.559,-0.379,0.84,-0.62,0.339,-0.58,0.28,-1.139,-1.0,0.06,0.179,-0.62,0.28,-0.059,0.62,0.139,-0.299,0.64,0.119,-0.14,-0.32,-0.3,-0.32,0.48,-1.02,-0.28,0.139,0.959,-0.52,0.0,0.28,0.159
0.379,-0.759,-0.68,0.32,0.66,0.299,-0.259,-0.339,0.139,0.379,-0.1,0.739,0.459,-0.44,0.58,-0.68,-0.299,0.36,-0.4,0.5,0.04,0.179,-0.039,0.219,-0.98,0.08,0.78,0.0,-0.159,-0.099,-0.6,-0.12,-1.22,-0.24,0.38,0.12,0.939,1.239,-0.32,0.34,-0.68,0.359,0.379,0.5,0.559,0.64,-0.06,-0.7,-0.58,0.82,0.019,0.16,-0.2,0.219,-0.639,0.04,0.26,0.32,0.26,-0.02,0.5,0.3,-0.66,0.2,-0.24,-0.519,-0.639,-0.58,0.239,-0.719,-0.059,-0.339,0.559,0.0,0.44,0.839,-0.2,0.339,-0.58,0.64,-0.96,0.64,-0.04,-1.059,0.059,-1.42,0.679,-0.78,-0.28,-0.439,-0.459,0.0,0.14,0.199,-0.659,-0.36,0.339,-0.319,-0.619,-0.259,0.96
0.32,0.38,-0.54,-0.259,-0.059,-0.439,-0.4,-0.5,0.32,0.059,-0.459,-0.059,-0.82,-0.04,0.62,-0.919,-0.06,0.08,-1.279,0.4,0.16,-0.699,-0.28,-1.499,-0.879,-0.64,0.0,0.299,0.28,-0.6,-0.439,-0.6,-0.299,0.099,0.62,-0.219,-0.68,0.059,-0.099,0.02,0.6,0.3,0.24,-0.339,-0.159,0.42,0.419,-0.479,0.519,0.18,-0.279,0.62,-0.38,0.46,0.919,0.48,-0.64,0.12,-0.08,0.0,-0.98,0.04,0.399,-0.16,-0.96,-0.58,0.339,-1.299,-0.66,0.48,-0.28,0.139,-0.66,-0.56,-0.259,0.719,0.16,0.059,0.179,0.099,-0.16,0.66,-0.34,0.319,-0.32,-0.02,0.019,-0.06,0.16,-0.919,0.02,0.72,-1.44,0.04,-0.72,-0.879,0.339,-0.139,0.58,0.559,-0.419
0.419,-0.06,-0.48,0.32,-0.08,-0.019,-0.36,-0.299,-1.0,0.24,-0.36,-1.14,-0.7,-0.679,-0.839,0.3,-0.54,0.519,-1.48,-0.639,0.6,-0.84,0.36,-0.62,0.939,0.019,-0.34,0.04,1.039,0.459,-0.279,0.239,-0.24,-0.62,0.28,0.24,0.259,0.459,0.42,-0.719,0.98,0.12,-0.299,0.2,0.279,-1.24,0.32,-0.64,-0.419,0.019,-0.44,0.7,0.3,-0.019,0.0,0.699,-0.08,-0.04,0.18,1.38,-0.32,-0.08,0.8,0.58,0.14,0.04,-0.08,0.12,-0.18,-0.719,-0.2,-0.58,0.68,0.719,-0.72,-0.52,0.459,0.0,-0.08,0.46,0.179,0.28,-0.02,0.339,-0.62,-0.32,-0.219,-0.52,-0.96,0.06,0.36,-0.28,1.039,-1.32,0.419,-0.419,0.759,1.38,-1.599,-0.919,-0.02
-0.82,0.9,-0.979,0.36,-0.419,-0.339,-0.36,-0.54,-0.08,-0.539,-0.099,0.159,-0.08,0.459,0.28,0.34,-0.58,0.62,-0.12,0.88,0.54,-0.44,0.44,-0.98,-0.5,-0.6,0.28,-0.2,-0.56,0.24,0.52,0.0,-0.94,0.6,-0.679,-0.339,-0.04,-0.019,0.2,0.36,0.02,0.66,-0.339,-0.22,0.16,0.32,1.0,0.24,-0.6,-1.179,-0.279,0.34,-1.42,-0.639,0.32,0.04,0.259,0.38,0.58,0.02,-0.34,-0.379,0.279,-0.68,0.179,0.02,-1.24,-0.24,0.339,0.38,0.42,-0.62,0.139,0.32,-0.36,-0.32,0.76,0.5,0.08,-0.379,0.5,0.019,0.139,0.36,0.44,0.059,-0.4,0.099,0.279,0.16,-0.06,0.78,0.62,-0.08,1.08,0.0,0.06,0.32,0.06,-0.599,0.12
0.219,0.379,0.02,0.14,-0.139,0.4,0.219,0.62,0.36,-0.16,-0.32,0.16,-0.4,0.5,0.44,0.339,0.08,0.08,-0.06,-0.679,-0.12,-0.24,0.16,-0.219,0.259,0.919,0.36,0.139,0.24,0.12,-0.2,-0.76,-0.44,0.54,0.64,-0.2,0.28,-0.259,-0.02,0.66,-0.859,-0.08,-0.02,0.12,0.919,-0.08,0.0,-0.78,0.44,0.72,-0.5,-0.02,0.019,0.2,-1.48,-0.32,0.96,-0.419,-0.06,0.48,0.019,-0.12,0.099,-0.56,-0.919,0.379,-0.459,-0.599,0.679,0.0,0.04,-0.98,-0.36,-0.439,0.08,0.439,0.339,0.219,0.299,-0.86,-0.66,-0.02,-0.639,0.1,-1.18,-1.039,0.5,0.059,-0.54,-0.439,-0.599,0.2,-0.159,-0.599,0.06,0.0,0.44,0.459,0.859,-0.639,1.36
0.04,-0.32,0.6,-0.2,0.919,-0.34,-0.22,-0.979,-0.379,-0.16,-0.62,0.059,0.08,0.6,-0.179,0.2,0.219,-0.2,-0.66,-0.359,0.82,0.18,0.18,-0.219,-0.28,-0.299,0.359,-0.659,-0.58,0.359,-1.02,0.519,0.0,0.16,-0.839,-0.959,0.6,0.32,-0.819,-0.24,0.099,-0.899,0.48,0.36,-0.6,-0.219,0.299,1.04,-0.679,-0.3,0.599,0.3,0.82,0.32,0.54,0.4,-1.0,-0.26,0.08,-0.299,0.36,0.219,0.139,-0.299,0.7,0.379,0.419,-0.6,-0.4,0.359,-0.059,-0.56,0.919,-0.559,1.04,-0.04,0.379,-1.04,-0.24,0.019,0.6,0.88,0.04,0.279,0.459,-0.64,-0.24,0.0,0.319,1.199,-0.04,-0.32,-0.259,-0.059,0.139,-0.699,0.34,-0.34,0.639,0.639,-0.52
-0.5,0.74,1.139,0.0,-0.379,-1.279,0.34,-0.54,-0.32,0.24,-0.32,0.2,-1.2,0.219,-0.5,-0.44,0.0,0.54,-0.54,-0.34,-0.48,0.08,-0.4,-0.2,-0.099,-0.48,0.179,0.0,-0.7,0.04,0.48,-0.14,-0.34,-0.52,0.0,0.08,1.219,-0.6,0.799,-0.64,-0.4,-0.899,1.16,0.6,-0.74,0.899,0.24,-0.419,-0.059,-0.18,0.019,-0.6,-0.019,-0.459,-0.7,0.359,-0.18,0.739,-0.54,0.28,0.12,-0.339,-0.8,0.219,-0.2,-0.339,0.139,0.12,-0.14,-0.739,-1.02,0.279,0.36,0.44,0.04,-0.5,-0.419,-0.16,0.119,1.159,-0.059,-0.12,0.28,-0.1,-0.939,-0.18,-0.28,0.08,0.459,-0.399,-0.34,0.12,0.379,0.18,-0.12,-0.1,-0.339,-0.12,-1.0,0.28,0.06
0.04,0.199,-0.58,0.3,0.0,0.76,0.299,-0.32,-0.16,0.08,0.199,-0.139,0.299,0.14,-1.08,-0.2,-0.059,-0.419,0.08,0.62,-0.44,1.039,-0.779,0.56,1.04,0.059,-0.86,0.679,-1.04,-0.06,0.36,0.5,-0.36,-0.4,-0.64,0.279,-0.339,-0.639,0.08,-0.58,-1.1,0.36,-0.24,-0.28,-0.559,-0.92,-0.28,-0.259,-0.159,-0.16,-0.62,-1.299,-0.36,0.66,-0.199,-0.18,-0.74,0.339,-0.26,0.02,-0.32,-0.28,-0.019,0.339,-0.02,-0.24,-0.22,0.04,-0.32,0.739,0.16,-0.639,-0.139,-0.1,0.04,-0.32,0.059,-0.74,-0.36,0.12,-0.04,0.36,0.339,-0.379,-0.8,0.32,-0.9,0.3,-0.16,-0.4,0.28,-0.04,-0.019,0.12,0.0,0.14,0.64,0.84,0.08,-0.159,-0.62
0.02,0.6,-0.24,0.139,-0.84,0.04,0.04,0.379,0.219,1.0,-0.159,-0.58,0.16,-0.24,-0.36,-1.04,0.339,0.479,0.179,-1.04,0.44,0.78,-0.34,0.199,-0.12,-1.199,-0.82,-0.019,0.12,0.179,0.06,-0.12,0.119,-0.44,0.0,0.28,0.139,-0.339,-0.8,0.24,-0.5,-0.08,0.1,-0.399,-1.06,0.74,-0.459,0.02,0.0,0.219,-0.359,0.2,0.359,-0.1,0.42,-0.839,0.54,0.7,0.12,0.099,0.379,0.5,0.16,-0.04,-0.58,0.12,0.179,-0.02,-0.32,-0.339,0.459,0.56,-0.179,-0.1,0.299,-0.04,0.88,0.14,0.219,0.9,-0.219,1.039,0.62,0.36,-0.319,-0.4,0.719,0.299,-0.439,0.04,-0.459,0.34,-0.979,-0.32,0.08,0.22,-0.32,-0.12,-0.219,0.8,-0.16
0.219,0.36,0.879,0.179,-0.48,-0.52,-0.72,0.44,-0.559,0.18,-0.28,-0.639,-0.099,-0.66,-0.36,-0.5,0.04,0.099,0.399,0.919,0.379,0.7,-0.019,0.08,-0.379,0.2,1.039,-0.139,0.779,0.439,0.239,-0.379,0.7,-1.059,0.54,-0.72,0.08,0.04,1.4,0.1,-0.359,0.139,-0.419,0.159,-0.479,-0.86,0.12,0.059,0.5,0.82,0.38,-0.58,-0.98,-0.16,-1.279,-0.16,0.5,-1.0,-0.32,-0.16,-0.14,-0.14,-0.52,-0.14,-0.619,-0.04,0.099,-0.139,-0.74,-0.18,-0.4,-0.48,0.18,0.1,0.08,-0.759,0.339,-0.4,-0.179,-0.08,-1.039,-0.5,-0.259,0.419,0.06,0.259,0.459,-0.84,0.12,-0.379,-0.6,0.54,-0.839,-0.5,0.64,1.0,0.379,0.0,-0.859,0.02,0.04
0.18,-0.359,-0.5,0.12,-0.68,-0.259,0.2,0.019,-0.2,-0.219,0.139,-1.0,1.18,-0.62,-0.259,0.019,0.54,0.38,0.7,0.219,-0.5,-0.58,0.879,-0.219,0.379,0.08,0.139,1.02,0.679,-1.4,-0.06,-0.8,0.58,-0.259,-0.02,0.359,0.4,-0.259,-0.12,0.66,0.199,0.559,-0.479,0.339,0.219,0.719,0.0,-0.2,-0.06,-0.459,0.2,0.639,0.219,0.379,-0.62,0.66,-0.08,0.139,0.059,-0.379,-1.019,-0.28,-0.379,-0.919,0.019,-1.7,0.359,-1.019,-0.139,0.259,-0.259,-0.359,-0.9,0.259,-0.58,0.54,0.279,-0.4,0.219,-0.379,0.64,0.58,-0.08,-0.5,0.26,-0.139,0.459,0.259,0.299,-0.32,-0.04,0.96,-0.08,0.98,-0.339,-0.18,0.58,-0.12,0.16,0.24,0.02
0.1,-0.359,0.08,-1.14,-0.28,-0.399,0.72,-0.4,-0.3,0.3,0.06,0.559,0.3,-0.239,0.799,-1.14,0.68,1.02,-0.019,-0.78,0.42,-0.259,-0.08,1.68,-0.16,-0.019,-0.9,0.24,-0.98,0.24,-0.16,0.2,-0.08,-0.219,0.839,-0.259,0.34,0.64,-0.339,0.18,0.0,0.02,-0.48,-0.16,-0.52,0.0,0.459,-0.4,0.699,0.74,-0.04,-0.08,0.32,-0.32,-0.2,0.92,0.66,0.3,-0.08,-0.4,0.74,-0.2,-0.6,-0.54,-0.139,-1.359,0.08,0.719,-0.859,0.04,-0.36,-0.22,-0.38,0.58,0.48,1.14,0.2,-0.639,0.179,-0.139,-0.939,0.82,-0.379,0.4,-1.02,-0.259,-0.42,0.319,-0.799,-0.199,-0.06,-0.54,1.019,0.22,-0.02,0.14,0.0,0.459,0.219,0.259,-0.62
-0.9,-0.779,-0.28,0.159,0.3,-0.7,0.08,0.5,-0.08,0.04,-0.479,0.2,0.78,-0.6,0.099,-0.66,0.08,-0.44,0.62,-0.04,1.559,-0.219,-0.36,0.72,0.639,0.339,-0.5,-1.1,-0.54,-0.019,-0.179,-0.34,-0.839,-1.26,0.339,-1.299,0.019,0.359,-0.7,0.36,-0.18,-0.26,-0.179,0.519,-0.059,-0.28,0.339,-0.76,-1.92,-0.36,-0.58,0.08,-0.339,-0.659,-0.019,-0.339,-0.6,0.0,0.48,0.259,-0.5,0.18,-0.02,-0.459,-0.36,-0.32,0.04,-0.359,-0.04,-0.08,0.979,0.6,0.14,-0.419,0.48,0.04,0.179,0.2,-0.54,-0.059,0.56,-0.08,0.0,0.1,0.82,-0.78,-0.16,0.7,-0.459,0.66,0.439,0.059,-0.08,0.1,0.319,0.439,-0.379,0.8,0.019,-1.16,0.059
0.4,0.759,-0.379,0.44,-0.68,-0.159,0.0,-0.08,-0.179,-0.92,-0.08,0.12,0.26,0.38,-0.14,-0.259,-0.1,0.139,0.04,0.48,0.32,0.4,-0.04,0.519,-0.019,0.24,-0.439,0.279,0.48,0.399,-0.719,0.36,-0.32,0.4,-0.28,0.12,-0.999,-0.28,-1.339,-0.58,-0.7,0.32,-0.28,-0.64,-0.019,0.66,-0.359,-0.099,-0.219,0.3,0.299,-0.599,-1.24,-0.439,-0.06,-1.059,-0.559,-0.06,0.08,0.38,0.12,0.279,-0.28,-0.06,-0.139,0.14,-0.28,0.239,0.719,-0.78,-0.219,0.28,0.4,0.02,-0.24,0.339,0.12,-0.619,-0.16,0.12,0.02,-0.54,-0.339,-0.62,-0.04,-0.04,-0.339,0.28,-0.58,-0.66,0.5,-0.639,0.4,-0.04,-0.239,0.059,-0.62,-0.58,0.599,-0.08,0.04
0.04,-0.06,-0.72,-0.68,0.54,-0.16,-0.64,0.4,-0.4,-0.62,0.08,0.1,0.44,0.04,-0.199,0.66,0.16,0.98,0.62,0.98,0.08,0.259,-0.18,0.16,0.7,-0.12,0.58,0.979,0.02,0.299,1.019,0.899,-0.08,-0.1,0.14,1.299,-0.52,-0.14,0.68,0.3,-1.24,-0.32,-0.4,-0.6,-0.74,-0.939,-0.16,0.4,-0.059,0.16,0.86,-0.54,1.28,0.22,-0.879,0.019,-0.259,0.7,0.28,-0.299,-0.08,-0.66,0.52,-1.199,-0.16,-0.06,0.02,0.099,-0.399,1.38,-0.099,-0.18,0.54,0.299,-0.52,0.94,-0.44,0.72,-0.479,-0.299,0.459,0.32,-0.02,0.32,-0.24,-0.179,0.12,-0.76,-0.58,1.039,-0.139,0.02,0.38,-0.36,-0.679,0.159,-0.7,-0.16,-0.339,0.58,-0.639
0.38,-0.319,0.04,-0.36,-0.6,-0.06,-0.08,0.5,-0.34,0.12,-0.419,-0.04,-0.299,-0.339,0.139,0.58,-0.7,-0.259,-0.16,-0.599,0.34,-0.82,-0.219,-0.719,0.859,-0.219,-0.719,-0.54,1.239,0.54,-0.459,0.879,0.76,0.919,-0.92,1.0,0.339,-0.02,-0.019,0.139,-0.4,-0.2,0.68,-0.66,-0.3,0.04,0.979,0.02,0.1,-0.08,-0.159,0.299,-0.18,-0.4,0.0,-1.06,-0.48,-1.4,0.359,-0.72,-0.239,0.339,0.059,-0.06,-0.599,-0.62,-0.439,0.059,1.44,-0.299,-0.04,-0.279,-0.339,-0.179,0.24,-0.02,-1.1,-0.099,-0.179,0.339,-1.08,-0.66,0.179,0.839,-0.9,0.719,-0.96,-0.319,-0.32,0.879,0.199,-0.28,0.219,0.339,-0.8,0.06,-0.419,0.36,0.28,-0.32,0.379
0.04,-0.5,-0.94,-0.4,-0.04,-0.62,-0.46,0.12,-0.319,-0.439,-0.32,-0.099,0.099,-0.059,0.44,0.719,-0.08,0.819,-0.459,0.799,0.099,-0.08,0.319,0.56,-0.7,0.08,0.28,-0.04,0.06,-0.08,0.1,-0.62,0.16,0.12,0.52,-1.22,-0.179,0.18,0.059,-0.32,0.299,-0.86,0.239,0.12,-0.24,-0.08,-0.16,-0.88,0.139,-0.24,-0.099,-0.339,-0.219,0.859,0.219,-0.06,-0.6,0.419,0.24,0.959,-0.719,0.68,-1.5,0.339,-0.2,-0.48,-0.04,0.62,-0.339,-0.259,-0.599,0.04,-0.279,0.26,0.059,0.52,0.679,-0.36,-0.299,-0.02,-0.12,0.299,-0.22,0.08,0.54,0.059,-0.339,-0.04,1.42,0.5,0.36,-0.12,0.019,-0.66,0.339,-0.36,0.3,-0.24,0.4,1.019,-0.68
-0.56,0.16,0.32,-0.1,-0.28,-0.16,0.279,-1.099,-0.1,0.639,0.259,0.8,-0.4,-0.299,0.379,-0.74,-0.56,-0.62,0.02,0.219,0.019,0.02,-0.74,-0.58,-0.019,-0.54,-0.28,-1.119,0.1,0.26,0.38,-0.379,0.759,-0.1,0.32,0.1,-0.279,-1.299,-0.16,0.02,0.06,0.979,0.64,0.559,0.379,-0.98,0.339,-0.24,0.459,-1.259,0.099,-0.2,0.019,0.08,-0.12,-0.7,-0.56,-0.5,0.3,-0.059,-0.64,0.44,0.0,0.32,-0.04,-0.5,-1.5,-0.36,-0.16,1.0,-0.56,0.179,-0.24,-0.7,0.019,-0.78,-0.719,-0.519,-0.36,-0.519,-0.62,0.04,-0.1,-0.58,0.139,1.66,-0.62,0.2,0.339,0.08,-0.339,0.36,0.399,0.16,-0.3,0.94,-0.219,0.86,0.8,-0.32,-0.64
0.8,-0.08,-0.04,-0.379,0.48,-0.04,-1.06,0.86,-0.139,-0.259,1.28,-0.059,-0.379,0.819,-0.14,-0.08,-0.619,0.0,0.259,-0.1,0.279,-0.14,0.2,0.259,-0.04,-0.259,1.22,-0.739,-0.06,0.299,-0.8,-0.5,0.0,-0.62,-0.66,0.479,0.08,0.259,-0.58,0.2,-0.019,0.0,0.04,-0.44,0.36,0.439,-0.58,1.08,-0.58,0.04,-0.239,-0.299,-0.139,0.42,-0.5,0.299,-0.28,-0.14,0.059,-0.02,0.32,-0.2,0.54,-0.2,0.059,0.54,0.4,-0.059,0.139,-0.58,0.459,0.0,0.12,-0.12,-0.339,0.5,-0.3,-0.439,-0.08,-0.16,-0.98,-1.019,-0.44,0.479,1.18,0.24,-0.559,-0.379,-0.06,-0.24,-0.4,1.079,-0.26,0.32,0.139,0.279,0.06,-0.479,-0.06,0.0,0.12
-0.62,-0.04,0.44,0.3,-0.339,-0.719,-0.36,0.44,-0.259,-1.38,0.82,-0.619,-1.119,0.12,0.139,0.939,0.54,-0.219,-1.119,-0.319,-0.28,-0.94,-0.099,0.42,0.059,1.059,-0.899,-0.12,0.219,-0.28,0.399,0.1,-0.099,0.12,-0.08,0.24,0.16,0.4,-0.2,-0.38,-0.299,-0.54,-0.18,0.0,2.019,0.74,0.919,-0.339,0.16,-0.419,-0.2,0.0,-0.299,-1.24,-0.519,0.799,0.259,0.839,-0.62,0.64,-0.019,-0.379,0.18,-0.599,0.179,0.12,0.399,0.399,-0.56,0.639,0.0,-1.359,-0.319,-0.46,0.379,-1.06,0.3,-0.2,0.179,0.28,0.939,0.64,0.66,0.5,0.839,-0.46,-0.279,-0.099,-0.62,-0.02,-0.62,-0.18,0.28,0.419,0.18,-1.0,0.04,-0.66,0.36,0.38,-0.099
-0.679,0.739,-0.38,-0.26,-0.179,-0.719,-0.679,0.68,-0.759,-0.599,-0.9,0.46,-0.219,-0.36,0.0,-0.099,-0.04,0.48,0.12,0.64,0.36,0.58,-0.6,-0.06,0.64,0.02,0.599,0.02,-0.139,-0.159,-0.58,-0.52,-0.319,0.24,-0.62,-0.34,0.139,-0.34,0.54,-0.639,-0.2,0.339,-0.639,-0.32,0.96,-0.28,0.1,0.12,-1.259,-0.2,-0.959,-0.04,-0.2,-0.38,0.46,-0.719,0.159,-1.219,-0.84,0.54,0.019,-0.799,-0.339,0.12,-0.379,0.2,-0.62,0.259,0.759,-0.04,-0.16,-0.32,-0.96,-0.38,-0.379,-0.06,0.6,-1.14,-0.419,-0.2,-0.38,0.74,0.059,1.279,-0.14,0.32,-0.299,0.639,-0.419,0.28,-0.799,0.359,0.179,-1.24,0.28,-0.78,0.24,0.46,0.319,-0.24,0.279
0.04,0.22,-0.28,0.119,-0.28,0.48,0.08,0.04,0.419,0.08,-1.02,0.66,-0.419,-0.259,-0.219,-0.36,0.239,-0.12,0.12,-0.76,-1.56,-0.56,0.7,-0.44,-0.739,0.08,0.18,0.339,-0.12,1.259,-0.66,-0.9,0.62,0.28,-0.999,-0.34,0.08,-0.18,0.019,-0.779,-1.139,-0.339,-0.12,0.56,-0.859,0.019,0.759,-0.94,-0.28,-0.16,-0.3,-0.38,-0.2,0.08,-0.419,-0.32,0.24,0.639,0.16,0.48,-0.419,-0.68,-0.2,0.16,0.259,-0.44,-0.339,0.04,-0.059,1.1,-0.919,0.64,-0.72,0.2,-0.24,0.26,0.099,-0.46,-0.919,0.32,0.379,-0.719,-0.239,0.559,0.679,0.54,0.259,-0.719,-0.319,0.239,-0.04,0.02,0.899,-0.6,0.08,-0.339,0.399,0.18,-0.04,-1.359,0.339
-0.419,0.559,-0.62,-0.28,-0.24,-0.019,0.58,-0.46,-0.439,0.5,-0.08,-0.16,0.4,-0.679,-0.16,0.139,0.16,-0.32,0.74,-0.059,0.66,-0.76,0.36,-0.76,-1.24,0.18,0.239,-0.86,0.799,0.06,-0.139,0.68,-0.04,-0.379,0.359,0.4,1.22,0.24,0.339,-0.48,0.08,-0.14,0.36,-0.339,-0.5,-0.28,0.04,-0.299,0.219,0.92,0.379,-0.76,-0.22,0.28,0.999,-1.359,0.559,0.16,-0.3,-0.5,0.179,0.36,-0.459,-0.32,0.48,-0.28,0.68,0.639,0.78,-0.08,-0.019,-0.06,0.06,1.38,0.06,-0.439,0.86,0.1,1.26,-0.439,0.679,-0.919,0.679,-0.22,-0.059,-0.379,0.32,-0.419,-0.4,0.5,-0.28,0.38,0.04,-0.32,0.359,0.459,1.219,-0.08,-0.7,0.08,0.099
-0.839,0.58,-0.479,-0.679,0.919,-0.54,-0.08,-0.019,0.2,-0.18,-0.08,0.419,0.04,-0.84,0.639,0.6,-0.22,1.28,0.5,-0.339,0.22,-0.28,0.72,-0.08,-0.32,0.219,-0.36,0.98,0.52,-0.58,0.6,-0.179,-0.32,0.12,-0.02,-0.299,0.78,0.699,-0.759,-0.259,-0.28,-0.5,-0.32,0.419,-0.299,-0.439,0.12,-0.18,-0.219,0.2,1.38,-0.66,-0.159,-0.44,0.36,-0.04,-0.679,0.0,-0.1,0.099,-0.299,0.5,0.179,0.36,-0.94,-1.0,-0.12,0.599,0.12,-0.36,-0.48,-0.64,-0.7,-0.28,-0.02,-0.58,-0.579,0.839,-0.12,-0.139,-0.56,-0.139,-0.1,-0.919,0.42,-0.58,0.44,-0.599,0.219,0.1,-0.28,-0.839,0.999,-0.92,-0.3,0.139,0.3,0.04,-0.139,-0.4,0.179
0.7,-0.62,-0.3,0.339,-0.479,0.94,-0.339,0.68,-0.179,0.259,-0.5,0.44,-0.099,0.4,0.3,0.059,0.099,-1.04,-0.259,0.02,-1.039,0.259,-0.899,-0.679,-0.18,0.259,0.14,-0.2,-0.099,0.04,0.599,0.139,0.259,0.339,0.04,-0.12,-0.26,0.099,0.559,0.299,-1.219,0.699,0.799,0.139,-0.5,0.32,-0.54,-0.4,0.099,-0.74,-0.24,-0.68,0.7,0.0,0.14,-0.7,-0.58,-0.599,-0.439,-0.36,-0.719,0.899,0.64,0.04,-0.419,1.06,-0.259,-0.159,0.0,0.419,0.04,0.72,0.58,0.1,0.159,0.32,-0.96,1.04,0.259,0.939,0.32,0.28,0.16,-0.02,-0.68,0.08,-0.379,-0.059,0.04,-0.059,0.14,-0.36,0.919,0.82,-0.359,0.36,-0.38,-0.58,-0.139,0.379,0.979
-0.58,0.259,0.019,-0.68,-0.219,-0.48,-1.199,-0.2,0.06,-0.04,0.28,0.259,-0.359,-0.219,-0.18,0.939,0.62,-1.039,-0.399,-0.28,-0.7,0.18,0.4,0.36,0.56,-0.54,0.259,0.019,-0.459,0.04,-0.42,-0.56,0.4,-0.56,0.04,-0.08,0.22,-0.18,-0.739,-0.199,0.88,-0.62,0.16,0.859,0.82,0.9,-0.48,0.36,0.399,-0.559,-0.64,1.279,-0.28,-0.299,0.02,0.54,0.559,-0.72,0.099,-0.32,-0.24,-0.58,0.339,0.319,-0.16,-1.379,-0.08,-0.44,-0.6,-0.419,0.32,-0.179,0.219,-0.5,-0.719,0.02,0.26,0.36,-0.18,-0.72,-0.14,0.08,0.34,0.74,0.02,-0.619,0.08,-0.4,-0.339,0.16,0.74,0.02,0.299,0.34,0.679,0.599,0.48,-0.32,0.859,-0.3,-0.279
0.12,-0.16,0.799,-0.659,-0.419,-0.24,0.98,-0.02,-0.36,0.259,-0.599,0.28,0.3,0.259,-0.5,-0.04,-0.2,0.179,0.679,-0.32,-0.319,0.019,0.24,0.379,1.339,-0.68,0.06,-0.48,-0.5,0.4,-0.239,-0.3,-0.139,-0.919,0.58,-1.24,0.239,0.199,0.12,-0.299,0.219,0.299,-0.6,0.359,0.0,0.099,0.259,0.34,0.02,-0.66,0.5,-0.599,-0.94,-0.419,0.58,0.339,-0.08,-1.08,-0.44,-0.18,-0.059,0.04,0.06,0.36,0.24,0.339,-0.439,0.4,0.339,0.319,-0.94,-0.799,0.339,-0.68,-0.82,-0.2,-0.519,0.379,0.339,-0.02,-0.24,0.379,-0.459,0.28,-0.44,0.12,0.399,0.32,0.4,-0.22,0.4,-0.459,-0.32,0.28,0.099,0.44,0.46,-0.68,0.459,-0.56,-1.719
-0.019,0.86,-0.28,0.099,-0.559,0.919,-0.7,0.099,-0.259,-0.059,0.339,0.26,0.179,0.179,-0.279,-0.159,-0.32,0.56,0.099,-0.559,-0.5,0.1,-0.24,-0.02,-0.58,0.3,-0.019,-0.26,0.24,-0.5,-0.94,0.339,0.299,-0.619,-0.979,-0.58,0.58,-0.36,0.16,0.339,-0.24,-0.259,-1.48,0.139,-0.06,-0.719,-0.339,0.0,0.0,-0.48,0.58,0.32,0.02,-0.24,0.52,-0.86,-0.18,0.059,-0.16,0.099,-0.059,0.04,0.52,0.379,1.259,0.7,-0.419,-0.339,0.32,-0.6,0.98,-0.959,-0.2,-0.099,0.48,0.56,0.179,-0.48,-0.7,1.319,-0.4,-0.639,1.24,0.599,-0.04,-0.24,0.02,-0.3,0.139,-0.419,0.12,0.34,-0.24,-0.799,0.299,-0.359,0.019,-0.399,0.08,0.719,-0.059
