0x100,1x99,2x98,3x97,4x96,5x95,6x94,7x93,8x92,9x91,10x90,11x89,12x88,13x87,14x86,15x85,16x84,17x83,18x82,19x81,20x80,21x79,22x78,23x77,24x76,25x75,26x74,27x73,28x72,29x71,30x70,31x69,32x68,33x67,34x66,35x65,36x64,37x63,38x62,39x61,40x60,41x59,42x58,43x57,44x56,45x55,46x54,47x53,48x52,49x51,50x50,51x49,52x48,53x47,54x46,55x45,56x44,57x43,58x42,59x41,60x40,61x39,62x38,63x37,64x36,65x35,66x34,67x33,68x32,69x31,70x30,71x29,72x28,73x27,74x26,75x25,76x24,77x23,78x22,79x21,80x20,81x19,82x18,83x17,84x16,85x15,86x14,87x13,88x12,89x11,90x10,91x9,92x8,93x7,94x6,95x5,96x4,97x3,98x2,99x1,100x0
0.08,0.12,0.28,0.459,-0.419,1.04,0.84,-0.339,-0.62,-1.02,-0.799,-0.479,0.34,-0.379,-1.059,0.0,0.26,-0.5,-0.32,0.68,-0.34,0.219,-0.32,-0.979,0.1,0.32,-0.84,0.02,0.16,0.0,0.7,-0.719,-0.52,0.28,-0.719,0.139,0.239,0.5,-0.359,0.0,-0.04,-0.599,0.32,0.44,0.32,-1.32,-0.179,-0.139,0.82,0.06,-0.399,0.899,-0.62,0.84,-0.38,-0.7,-0.919,0.219,0.339,0.639,0.459,0.58,-0.26,-0.459,0.22,-0.239,-0.359,0.439,-0.359,0.5,0.52,-0.339,-0.04,-0.36,0.279,1.339,-0.22,0.279,-0.52,-0.24,0.4,-0.059,0.08,0.5,0.639,-1.18,0.26,-0.6,-0.959,-0.519,-0.439,0.319,-0.1,-0.239,-0.179,0.02,0.699,-0.24,0.34,0.919,0.04
-0.42,0.06,-0.059,-0.659,0.339,-1.299,-0.9,-0.48,0.259,0.08,-0.34,-0.12,0.14,-0.08,-0.259,-0.299,0.54,-0.259,-0.96,0.66,-0.299,0.299,-0.04,-0.399,0.179,-0.2,-0.259,-0.32,-0.599,-0.28,-0.419,0.659,0.019,-0.1,-0.08,0.04,-1.04,0.359,0.56,0.44,0.6,0.26,-0.139,0.239,0.0,0.219,-0.4,0.179,-1.139,-0.339,0.339,-0.08,-0.859,-0.8,0.28,-0.28,-0.4,0.28,-0.259,0.24,-0.899,-0.119,0.379,0.58,0.019,-0.4,-0.24,0.379,-0.86,0.6,0.3,0.36,0.0,-0.139,-0.399,-0.16,-0.52,-0.28,-0.799,-0.179,0.02,0.22,-0.08,-0.28,0.28,0.379,0.32,-0.84,-0.56,-0.339,0.019,0.2,0.259,-0.259,0.219,-0.319,0.06,0.28,-0.48,-0.459,0.08
-0.12,-0.38,-0.559,0.279,0.339,-0.02,0.14,0.479,-0.299,-0.7,-0.04,-0.359,-0.1,0.46,-0.059,-0.82,-0.36,-0.04,0.72,-0.94,0.2,0.28,-0.059,0.72,0.0,0.36,0.56,0.64,-0.06,-0.559,0.279,0.259,0.1,-0.08,-0.239,-0.1,-1.44,-0.04,0.099,-0.94,0.219,-0.1,1.0,-0.14,0.6,-0.2,-0.2,-0.08,-0.179,-0.08,-0.54,0.299,-0.239,-0.74,0.2,0.06,-0.04,-0.22,-0.04,0.68,0.04,0.4,0.299,0.46,-0.359,-0.48,0.519,0.36,0.5,0.04,0.56,0.599,-0.02,-0.339,0.66,-0.66,0.64,-0.1,0.32,0.939,-0.04,-0.98,0.86,-0.7,-0.6,-0.06,-0.28,-0.379,0.42,0.0,-0.64,-0.719,-0.639,-0.5,0.459,-0.08,0.02,0.88,0.2,-0.779,-0.719
-0.48,0.2,0.0,0.4,0.06,-0.32,1.16,0.12,-0.28,-0.06,0.139,-0.339,-0.7,-0.4,0.0,-0.94,0.36,-0.919,-0.08,0.62,0.299,0.58,0.419,1.2,-1.42,-0.02,-1.26,-0.099,0.599,-0.62,-0.38,0.059,-0.939,0.819,0.24,0.559,-0.48,0.04,0.5,0.639,-0.08,-0.339,0.879,-0.56,-0.26,0.58,-0.979,0.02,-0.32,-0.12,-0.559,0.16,0.719,0.32,-0.139,0.58,-0.34,-1.18,0.24,-0.34,-0.5,-0.219,0.339,-0.6,-0.1,0.519,0.1,-0.44,-0.44,-0.6,-0.279,-0.56,0.119,0.64,-0.139,0.019,0.3,0.12,-0.339,-0.019,0.279,-0.519,0.34,-0.099,0.62,-0.72,0.48,0.199,-0.58,-0.38,0.44,0.06,0.4,-0.399,-1.18,1.16,0.06,-0.16,0.4,0.839,0.139
0.66,-0.319,-0.219,0.599,-0.599,0.139,0.0,0.579,-0.2,0.04,-0.219,-0.42,0.08,0.299,-1.1,-0.099,0.459,0.0,0.2,0.08,0.219,1.139,0.98,0.06,0.139,-0.96,0.52,-0.599,-0.04,-0.379,-0.48,0.02,-0.04,0.059,0.24,0.1,1.0,-0.639,0.379,-0.06,0.04,-0.679,0.459,-1.28,-0.22,-0.059,0.64,-0.7,0.079,-0.44,0.259,-0.1,0.019,0.419,-0.74,1.22,0.279,-0.679,0.0,-0.379,-0.779,-0.259,0.439,-0.34,0.06,-0.72,0.04,0.16,-0.639,0.96,0.299,-0.559,-0.059,-0.12,-0.459,-0.02,0.54,-0.36,0.1,-0.019,-0.559,-1.099,0.02,0.279,-1.02,0.819,0.159,0.76,0.54,-0.38,-0.56,0.7,-0.6,1.42,0.5,0.92,-0.62,-0.599,0.02,0.28,-0.66
-0.02,-1.5,-0.8,0.299,-0.12,0.66,-0.299,0.239,-0.4,0.44,-0.1,-0.019,0.32,-0.68,-0.34,-0.54,-0.16,0.36,-0.419,0.4,-0.4,-0.1,0.56,0.18,0.099,1.08,-0.06,1.2,-0.28,0.32,-0.08,0.339,-1.02,0.979,0.479,-0.899,0.2,-0.14,0.44,-0.559,0.64,-0.08,0.979,-0.66,0.0,0.54,-0.4,-0.32,0.06,-0.599,-0.119,0.379,0.119,0.06,0.679,-1.199,-0.36,0.68,-0.02,1.02,0.28,-0.919,0.899,0.259,-0.339,-0.219,0.519,0.08,0.52,0.019,0.28,-0.5,-0.04,-0.2,0.32,-0.439,0.24,0.12,0.0,0.32,-0.44,-0.22,0.12,0.939,0.24,0.66,0.02,-0.259,0.28,0.959,-0.299,-0.419,-0.899,0.16,0.58,0.239,-0.04,-0.099,-0.12,-0.58,-1.08
-0.259,-0.04,0.04,0.62,-0.559,-0.72,0.459,-0.54,0.099,0.019,-0.859,0.459,-0.04,0.119,0.62,-0.779,-0.259,0.259,0.04,-0.099,0.08,-0.64,-0.06,0.339,-0.179,-0.239,0.04,0.739,-0.02,0.32,0.72,-1.019,-0.299,-0.24,-0.38,-0.519,-0.24,-0.34,-0.339,-0.3,0.8,0.16,1.16,-0.059,-0.28,0.34,0.339,-0.02,-0.02,0.919,0.7,0.7,0.7,-0.019,-0.439,-0.36,0.16,-0.14,0.98,1.339,0.019,-0.319,0.1,0.16,0.379,0.04,0.519,0.919,0.9,-0.319,0.28,0.38,-0.679,0.66,0.339,-0.06,0.44,-0.74,-0.299,-0.06,0.019,-0.4,-0.28,0.179,0.28,1.0,0.3,-0.279,0.14,0.22,0.679,0.339,-0.779,0.379,0.939,-0.12,-0.419,0.759,0.32,-0.219,-0.959
0.639,-0.36,0.24,-1.099,-0.68,-0.379,0.019,0.339,-0.08,0.339,0.2,0.64,-0.26,-0.04,0.52,-0.58,-0.74,-0.46,0.24,-0.2,-0.64,-0.16,-0.019,0.12,-0.32,-0.28,-0.419,0.62,-0.44,-0.519,-0.12,0.66,0.54,-0.5,0.0,0.439,-0.08,-0.5,0.379,0.4,-0.02,0.379,-1.6,0.16,-0.3,0.28,-0.719,0.04,0.84,0.68,-0.459,0.16,-0.299,0.76,0.28,-0.599,0.239,0.04,0.419,-0.219,-0.459,0.36,-0.08,-0.26,-0.16,0.16,0.099,0.58,-0.019,0.32,-0.24,0.08,-1.239,-0.98,-0.34,0.38,1.06,-0.32,0.08,0.38,0.459,1.26,-0.26,-0.159,0.54,-0.14,-0.059,0.4,-0.679,-0.259,0.319,-0.28,-0.72,-0.24,0.419,0.58,-0.299,-1.359,0.599,-0.279,-0.639
0.96,-0.7,0.08,-0.1,-0.04,0.62,0.28,0.459,0.7,-0.7,-0.259,0.16,-0.6,-0.1,0.98,-0.739,0.68,0.0,-0.32,-0.26,0.4,0.019,-0.48,0.0,0.08,-0.219,0.36,-0.759,-1.019,0.799,-0.32,-1.239,0.019,-0.119,0.14,1.6,-0.36,0.399,-0.279,0.4,-0.6,0.08,-1.02,-1.16,0.319,0.34,0.34,0.0,0.06,-0.04,0.459,-0.399,-0.12,0.099,-0.719,0.58,1.42,0.04,-0.42,-0.68,-0.019,-0.48,-0.36,0.28,0.059,0.32,0.099,0.339,0.399,1.019,0.58,0.64,-0.02,0.48,0.0,-0.28,-0.06,0.12,0.94,-0.58,-0.04,0.399,0.459,-0.32,-0.32,-0.359,0.52,-0.339,-0.019,-0.18,0.08,0.16,0.66,-0.439,-0.339,0.28,0.36,-0.62,-0.16,-0.08,-0.459
0.299,0.059,0.4,-1.019,-0.36,-0.379,0.42,-0.14,-0.18,-0.379,-0.54,-0.359,-0.9,-0.179,0.36,0.78,-0.04,-0.439,-0.32,0.179,-1.76,0.32,0.48,-0.28,0.58,1.319,-0.459,-0.159,0.08,0.12,-0.019,0.639,0.419,0.12,-0.019,0.32,0.339,0.7,0.439,-0.36,-0.839,-1.319,0.299,-0.059,-0.099,0.76,0.06,-0.36,0.0,0.7,0.6,0.159,0.2,-0.28,0.179,0.379,0.58,-0.22,0.38,-0.38,0.259,-0.04,-0.58,-0.08,-0.36,-0.02,-0.279,0.54,0.019,-0.9,0.419,-0.08,0.5,0.159,0.16,0.04,0.7,0.04,-0.259,0.52,-0.2,-1.38,0.419,0.08,0.559,-0.58,-0.28,-0.04,-0.28,0.04,0.48,-0.12,0.379,0.819,0.7,0.2,-0.599,-0.48,-0.62,0.219,-0.02
-0.019,-0.14,-0.28,-0.059,-0.7,-1.0,0.739,-0.98,1.26,0.24,-0.219,-1.24,0.219,-0.059,0.4,0.56,0.679,-0.659,-0.299,0.28,-0.259,-0.68,-0.32,0.64,0.32,1.0,-0.24,0.679,-0.639,-0.9,-0.36,-0.54,-0.06,1.659,-0.66,-0.199,-0.36,-0.059,-0.019,0.36,0.66,-0.18,-0.28,1.159,-0.16,-0.099,0.099,-0.679,0.1,0.199,-0.059,0.859,-1.039,0.44,-0.58,1.04,-0.299,0.339,-0.56,-0.599,-0.12,-0.379,-0.44,0.099,-0.28,0.58,-0.26,-0.16,-0.279,1.7,-0.019,-0.179,0.06,-0.859,-0.099,0.04,-0.059,-0.179,0.479,-0.42,-1.199,-0.6,-0.299,-1.0,-0.28,-0.219,0.299,0.379,0.68,0.6,-0.259,0.36,0.639,0.38,1.239,0.04,-0.34,0.339,-0.339,0.459,-0.28
1.12,-0.04,0.8,-0.019,0.14,0.34,-0.399,-0.66,-1.32,-0.18,0.34,-0.5,-0.32,0.259,-0.16,0.24,0.139,-0.459,-1.039,-0.28,-0.56,-0.36,0.299,-0.12,-1.24,0.719,-0.28,0.419,0.299,0.04,0.96,-0.599,-0.12,-0.059,-0.62,-0.06,-0.66,0.04,-0.379,-0.62,0.56,0.62,-0.859,-0.299,0.28,0.52,-0.24,0.22,-0.279,-0.58,0.62,-0.12,0.98,-0.36,0.04,0.16,-0.019,-0.08,-0.68,-1.02,-0.04,-0.48,0.2,-1.24,0.48,-0.06,0.679,0.18,0.599,0.419,-0.3,-0.2,0.219,0.759,-0.32,0.559,-0.1,-0.5,0.779,-0.26,0.34,-0.32,0.84,-1.22,0.58,0.379,-0.98,-0.259,-0.08,-0.259,0.02,-0.2,0.3,0.479,0.959,0.64,-0.779,-0.699,-0.359,0.1,-0.5
1.0,0.6,0.26,0.64,-0.48,0.26,-0.24,0.9,-0.459,0.32,0.1,0.06,0.679,-1.1,0.339,-0.939,-0.12,0.399,-0.999,-0.939,-0.16,-0.219,-0.059,0.58,0.94,-0.239,-0.28,-0.44,-0.52,0.779,0.0,0.08,-0.62,0.24,-1.04,-0.02,-0.2,-0.339,-0.08,0.359,0.139,0.1,0.56,0.02,-1.22,0.079,-0.7,1.36,0.02,-0.12,-0.28,-0.019,0.239,0.959,0.0,-0.019,-0.04,-0.3,-0.36,0.379,-0.319,0.12,-0.4,0.2,0.919,-0.379,-0.679,-0.06,0.16,-0.4,-0.46,-1.16,0.08,-0.099,0.2,0.32,0.32,0.68,-0.36,0.2,0.019,-0.7,0.679,-0.48,-0.42,0.32,-0.68,0.22,0.439,-0.52,0.28,-0.439,0.259,0.139,-0.259,-0.58,0.36,-0.639,0.139,0.919,-0.4
-0.86,-0.2,0.2,0.32,0.06,-0.339,-0.86,-0.96,0.479,-0.339,0.26,-1.56,0.96,-0.34,0.219,-0.379,0.04,-0.5,-0.66,0.52,-0.3,0.32,0.559,-0.639,-0.059,0.059,0.02,0.0,0.319,-0.18,-0.339,0.299,0.04,-0.299,-1.24,-0.24,-0.259,-0.1,0.419,0.0,0.76,-0.16,-0.28,0.919,0.439,0.299,-0.32,0.419,1.019,0.179,-0.32,1.04,-0.419,0.339,0.06,-0.4,-0.56,-0.059,-0.16,-0.06,-0.86,0.199,-0.58,0.28,0.399,-0.2,0.3,-0.14,0.06,0.34,-0.059,-0.04,0.459,0.34,-0.5,-0.119,-0.839,-0.3,-0.919,0.419,-0.36,-0.179,0.0,-0.48,-0.04,-0.339,-0.259,-0.36,-0.7,0.7,-0.139,-0.24,0.779,0.06,-0.48,-0.019,-0.1,0.12,0.599,-0.299,-0.339
0.679,0.64,0.6,-0.36,0.0,-0.279,1.259,0.58,-0.299,0.739,0.839,-0.74,0.5,-0.339,0.86,-0.139,-0.24,-0.679,0.66,0.04,0.28,-0.04,-0.3,-1.019,0.08,0.5,0.059,-0.06,-0.62,0.219,0.62,0.06,-1.0,0.639,-0.04,0.059,-0.259,0.6,0.26,0.099,0.019,-0.979,0.259,-0.96,-0.759,0.72,0.24,-0.5,-0.24,-0.4,0.379,-0.179,0.219,-0.04,0.339,-0.059,0.099,-0.12,0.44,-0.3,0.34,0.059,-0.139,-0.04,-0.1,0.06,0.32,-0.08,-0.04,-0.219,-0.22,-0.819,1.22,-1.38,0.32,0.58,0.24,0.28,-0.459,0.04,-0.519,1.0,-0.019,-0.459,0.379,-0.58,-0.92,-0.24,-0.019,0.099,-0.259,0.419,0.54,0.719,0.059,0.259,-0.559,0.06,0.24,0.439,-0.6
0.76,0.019,0.48,-0.04,0.1,-0.339,-0.06,0.58,0.719,0.199,0.06,-0.739,0.379,-0.62,0.679,0.639,-0.98,-0.66,0.04,-0.299,-0.32,-0.3,-0.06,-0.36,-0.36,-0.099,0.04,-0.2,-0.26,-0.1,-0.6,-0.4,0.419,-0.04,0.1,0.28,0.239,-0.04,0.299,1.239,0.299,0.18,-0.36,-0.019,0.0,-0.4,-0.419,-0.139,-0.02,0.04,-0.68,-0.32,0.54,0.08,1.179,-0.679,0.58,-0.04,-0.299,-1.419,-0.66,-0.419,0.639,-0.44,-0.679,-0.719,-0.08,-0.28,-0.019,0.66,-0.7,0.339,-0.02,0.66,-0.74,-0.24,-0.199,-0.8,-0.94,-0.08,0.339,0.299,0.0,0.519,-1.819,0.04,-0.7,0.379,0.119,0.639,-0.94,0.139,-0.659,-0.399,-0.299,-0.719,0.94,1.28,-0.019,0.299,-0.2
0.059,-0.16,0.82,0.66,0.019,0.32,-0.74,0.04,0.18,-0.599,-0.419,0.879,-0.639,0.0,-0.019,-0.54,-0.06,0.739,-0.939,-0.099,0.379,-0.059,-0.899,0.22,-0.04,-0.179,0.28,0.66,-0.679,0.399,0.04,0.419,-0.28,0.52,-0.04,-1.099,0.32,-0.12,0.6,-0.98,-0.58,0.979,0.0,0.019,0.28,-0.3,0.639,0.679,-0.14,-0.1,0.74,0.799,0.38,-0.08,0.0,-0.219,0.76,0.259,0.459,-1.319,0.06,0.36,0.66,-0.62,-0.239,0.12,0.359,-0.12,0.22,0.099,-0.239,0.04,-0.28,-0.06,0.1,-0.4,0.1,-0.42,0.679,-1.299,0.58,-0.599,-0.919,0.479,-0.299,0.179,0.519,0.24,-0.019,-0.219,-0.96,0.66,-0.68,-0.479,-0.06,-0.04,-0.4,-0.559,0.64,0.52,0.04
0.22,-0.02,0.259,0.179,-0.62,0.84,0.379,0.62,-0.339,-0.22,0.0,-0.179,0.58,0.66,-1.079,0.639,0.2,-0.6,-0.32,0.02,0.02,-0.379,0.299,0.54,-0.64,-0.28,-0.04,-0.74,-0.98,0.04,0.099,0.28,-0.28,-0.32,-0.96,0.04,-0.299,-0.259,0.64,-0.179,-0.099,-0.76,-0.639,-0.259,-0.12,0.12,0.12,0.599,-0.1,-0.5,1.2,0.02,0.56,0.359,0.82,-0.66,0.08,0.2,-0.04,0.68,-0.1,0.0,-0.16,0.32,0.06,-0.66,-0.04,0.32,-0.019,0.28,-0.38,-0.6,-0.04,-0.199,-0.92,0.12,0.6,0.02,0.119,-0.06,-0.139,-0.56,-0.239,-0.64,-0.22,-0.359,-0.86,-0.64,-0.02,0.12,0.32,-0.32,0.24,-0.019,-0.719,0.76,-0.4,-0.04,-1.339,-0.5,0.239
1.0,0.32,-0.719,0.3,-0.3,0.019,-0.5,-0.7,0.099,-0.2,0.699,0.099,0.26,-0.919,0.32,-0.419,-0.06,-0.62,0.2,0.62,-0.12,0.56,-0.66,-0.339,-0.4,-0.019,-0.06,0.259,0.04,-0.179,-0.4,-0.299,0.259,-0.08,-0.1,-0.04,-0.44,0.4,-0.24,-0.06,0.099,-0.32,0.36,0.5,0.4,-0.4,-1.299,0.32,0.52,0.359,-0.239,0.04,-1.12,-0.08,0.76,0.0,-0.6,0.04,-0.58,-0.779,0.24,-0.58,-0.679,0.24,0.819,-0.94,0.299,-0.04,-0.8,-0.24,-1.28,0.919,0.62,-0.999,0.099,-0.299,0.859,-1.18,0.339,0.76,-0.28,0.6,0.7,0.359,-0.16,-1.0,-0.88,-0.4,-0.24,0.919,0.28,0.74,-0.559,-1.46,-0.379,0.02,0.16,0.38,-0.54,-0.04,-0.479
-0.66,0.419,-0.04,-0.24,0.919,0.339,-0.2,-0.38,0.02,-0.339,-0.139,1.059,-0.98,-0.32,0.28,-0.839,0.019,0.74,-0.72,0.08,0.299,-0.6,-0.1,-0.659,-0.72,0.379,0.139,-0.32,-0.139,-0.019,0.68,0.04,-0.06,-0.16,-0.1,-0.319,0.919,0.16,1.02,0.299,0.14,-0.639,0.359,-1.519,-0.939,-0.02,0.559,-0.339,-0.52,0.84,0.279,-0.12,-0.339,-0.08,-0.379,0.28,1.299,0.96,-0.22,0.26,-1.799,0.24,-0.28,-0.48,-0.3,-0.559,-0.06,-0.12,-0.199,0.0,-0.1,-0.5,-0.419,-1.18,-0.08,0.379,-0.339,0.239,0.5,-0.56,0.24,0.099,-0.18,0.32,0.239,-0.06,-0.58,-0.36,-0.22,0.6,0.36,-1.04,-0.399,-0.48,0.939,-0.26,0.019,-0.28,0.04,0.339,-1.14
0.259,-0.32,-0.36,-0.72,-0.139,0.0,0.419,-0.379,-0.58,0.28,-0.919,-0.4,0.379,-0.44,-0.639,-0.019,-0.32,-0.62,-0.6,0.0,0.339,0.58,-0.5,-0.339,0.379,-0.52,0.48,0.36,-0.439,0.6,0.0,0.94,-0.299,0.12,-0.3,-0.939,-0.299,-0.54,0.259,-0.64,-1.08,0.259,0.479,-0.12,-0.339,-0.12,0.04,-0.319,-0.339,-0.2,0.32,0.36,-0.96,0.059,-0.219,0.94,1.04,-0.06,0.099,0.939,-0.919,-0.719,-0.68,0.82,0.08,-0.3,-0.259,-0.04,0.38,0.04,-0.54,-0.34,-0.899,-0.02,0.44,-0.12,0.419,-1.199,-0.62,0.56,0.6,-0.059,0.379,1.0,1.3,-0.639,0.779,-0.639,0.66,-0.359,0.5,0.019,-0.14,-0.28,-0.28,1.08,-0.9,-0.16,0.0,-0.22,0.32
1.339,-0.4,-0.339,-0.16,-0.38,-0.26,0.279,-0.32,-0.099,0.379,-0.019,0.3,-0.8,0.219,-0.519,-0.36,0.28,-0.3,0.04,-0.18,0.08,-0.48,0.04,0.459,-0.26,-0.299,-0.219,0.54,0.199,-0.04,0.019,-0.4,-0.22,-0.64,0.62,0.66,-0.679,0.059,0.02,0.38,-0.299,-0.56,0.099,-0.12,0.679,0.919,-0.68,0.08,-0.36,-0.04,-0.739,-0.34,0.58,0.58,-0.76,-0.6,0.96,0.379,-0.7,0.9,-0.68,-0.2,-0.44,0.14,0.099,0.66,-0.18,0.059,-0.38,-0.18,-0.599,-0.16,-0.02,-0.54,1.28,0.059,0.68,-0.099,0.139,-0.32,0.459,0.02,0.1,0.32,0.36,-0.479,0.56,-0.459,0.6,0.399,-0.94,0.04,-0.679,-0.5,-0.12,0.06,0.339,0.34,0.0,0.719,0.339
0.56,0.099,-0.399,0.7,0.32,-0.04,-0.019,0.56,0.299,-0.099,-0.58,0.16,0.36,-0.36,-0.78,-0.22,0.479,0.16,0.139,0.62,0.84,-0.86,-0.04,0.199,-0.06,0.259,0.04,0.439,0.339,-0.199,0.36,0.16,-0.7,0.32,1.18,0.06,0.66,0.639,0.06,0.56,0.0,-1.019,0.339,1.42,0.38,1.24,0.6,0.879,-0.2,-0.34,-0.52,-0.08,-0.48,-0.06,-0.419,-0.02,-0.939,0.28,0.019,0.559,-0.299,-0.96,0.639,0.08,-0.059,-0.32,0.479,0.64,-0.26,-0.58,-0.799,-0.339,-0.339,-0.54,0.0,0.84,-0.299,0.06,-0.919,-0.419,0.28,0.4,-0.2,-0.299,-0.24,-0.96,0.519,0.04,-1.08,-0.06,0.04,-0.02,-0.94,-0.399,0.6,0.08,-0.239,-0.96,0.3,-0.24,-0.679
0.06,0.16,-0.019,-1.7,0.02,0.299,-0.419,-0.219,-0.179,-0.54,0.2,-0.34,-0.3,0.339,-0.639,-0.439,0.339,0.12,-0.64,0.16,-0.58,-0.62,0.24,0.299,-0.4,0.5,0.399,0.02,0.36,-0.419,-1.02,-0.1,-0.4,1.04,-0.339,-0.5,0.339,-0.5,-0.62,0.24,0.08,-0.379,0.78,0.54,-0.02,0.08,-0.219,-0.179,0.02,0.219,-0.339,0.179,-0.24,0.38,0.459,0.16,0.76,0.06,-0.42,0.66,-0.019,0.68,0.319,-0.459,0.32,-0.16,-0.259,0.919,-0.06,0.16,-0.32,0.36,-0.34,-0.28,0.08,0.019,0.56,0.259,0.1,-0.779,-0.28,-0.08,0.6,0.32,0.66,0.44,-0.419,-0.32,-0.339,-0.28,-0.559,0.299,-0.56,-0.639,-1.12,0.28,0.319,0.12,0.62,-0.86,-0.3
0.08,-0.319,-0.199,-0.899,-0.12,0.08,0.639,1.38,0.64,-0.32,0.44,-0.599,0.48,0.219,0.08,0.0,-0.219,0.259,0.16,0.82,-0.24,0.0,-0.099,-0.58,0.259,0.22,-0.62,-0.639,-0.44,-0.919,0.58,0.379,-0.26,-0.639,1.299,-0.24,-0.36,0.08,-0.919,0.439,-0.359,0.919,0.66,-0.299,-0.54,0.379,0.259,-0.32,-0.44,1.02,-0.299,-0.359,0.219,-0.439,0.299,0.179,-0.059,0.28,-0.98,0.339,0.339,-0.3,-0.16,0.08,0.219,0.24,0.419,-0.019,0.08,-1.26,0.3,0.259,0.379,-0.18,-0.379,-0.999,-0.38,0.319,0.219,0.659,-0.739,-0.5,-0.259,-0.36,0.919,-1.04,-0.179,-0.1,0.919,-0.64,-0.379,-0.019,0.099,-0.44,0.56,-0.06,0.6,0.08,-0.06,-0.04,-0.219
-0.259,0.719,0.679,0.04,-1.44,-0.699,0.759,0.259,-0.08,0.399,-0.54,0.839,-0.639,0.04,-0.68,-0.08,0.299,0.259,0.04,-0.06,-0.219,-0.419,0.059,0.339,0.66,-1.24,0.24,0.299,-1.299,0.019,1.48,-0.319,0.26,-0.58,-1.06,0.12,0.12,-0.58,1.239,-0.339,-0.799,-0.28,-0.919,-0.879,-1.26,-0.799,-0.059,-0.339,0.94,-0.019,-0.119,-0.599,-0.44,0.319,0.139,-0.28,0.299,0.019,-0.019,0.519,0.28,-0.459,0.419,0.14,-0.02,-0.04,0.839,-0.38,-0.419,-0.62,-0.719,-0.259,0.059,-0.659,1.06,0.16,-0.26,0.4,-0.06,-0.54,0.599,-1.16,-0.6,-0.66,0.16,-0.54,0.08,0.3,-1.14,0.599,0.019,-0.939,0.04,-0.079,0.72,-0.04,0.259,-0.02,-0.36,-0.019,-0.72
0.1,0.16,0.5,-0.54,0.44,-0.319,0.139,-0.739,0.2,0.059,-0.12,0.86,-0.24,0.08,0.78,-0.28,-0.08,-0.739,0.739,-0.24,-0.12,-0.46,0.18,-0.48,0.16,0.419,-0.66,0.7,-1.14,0.16,0.94,-0.2,0.02,-0.48,0.099,0.68,-0.38,0.179,0.139,0.12,-0.22,-0.599,-0.819,0.62,-0.72,0.02,0.28,0.66,-0.339,-0.419,-0.26,0.139,-0.059,0.32,-0.04,-0.099,-1.06,0.099,-1.359,-0.26,-0.399,0.939,-0.679,-0.339,0.58,-0.86,-0.679,-0.36,-0.04,0.04,0.219,0.12,-0.479,-0.259,0.28,-0.599,-0.34,0.98,0.58,0.259,0.919,0.28,-0.02,0.78,0.179,-0.86,0.219,-0.96,-0.879,0.299,1.5,-0.1,-0.439,-0.62,-0.56,0.059,-0.339,1.1,-0.02,-0.799,-0.299
0.14,-0.939,-0.6,0.0,0.74,-0.34,0.66,-0.24,0.02,0.4,0.3,-0.359,0.339,0.319,-0.479,-0.639,-0.179,1.04,0.099,-0.919,0.56,-0.24,-0.6,0.16,-0.08,0.439,0.559,-0.799,1.04,-0.36,0.459,0.26,-0.439,0.0,-0.259,-0.04,0.06,-0.339,-0.32,-0.78,0.299,0.1,-1.04,-1.22,-0.52,-0.999,0.5,0.96,-0.24,0.04,-0.199,0.36,-0.36,0.98,-0.06,0.48,0.88,0.16,-0.159,-0.58,-0.299,0.04,-1.0,-0.259,-1.7,0.36,-0.28,-0.96,-0.02,0.32,0.66,0.54,-0.52,0.439,0.32,-0.699,0.24,-0.28,-0.08,-0.66,0.219,0.28,0.139,0.44,0.219,-1.019,0.04,-0.179,0.32,1.06,-1.339,-0.439,0.659,0.4,-0.24,-0.68,-0.22,-0.04,0.22,-0.6,0.24
-0.12,0.379,-0.5,0.58,0.2,-0.12,-0.34,0.28,0.14,0.519,-0.36,-0.459,0.28,-0.12,-0.28,-0.099,-0.519,-0.28,0.259,0.98,0.74,-0.939,-0.16,0.259,-0.1,-0.5,0.139,-1.279,-0.62,-0.02,-0.259,0.28,0.279,-1.079,-0.239,0.36,0.24,-0.3,1.38,0.4,-0.339,0.26,-0.36,0.179,-0.12,-0.16,-0.459,-0.5,-0.3,-0.139,0.219,-0.26,0.099,0.16,0.02,-0.04,-1.2,-0.62,-0.04,-0.58,-0.68,0.019,0.36,-0.1,0.98,0.36,0.279,0.62,0.439,-0.34,0.619,-0.3,0.94,0.78,0.299,0.5,0.62,-0.459,-0.08,-0.06,-1.24,-0.339,-1.319,-1.16,-0.36,-0.28,0.199,0.6,0.319,0.299,0.38,0.54,0.5,0.22,-0.02,-0.36,-0.84,0.02,0.379,-0.26,0.0
